id,name,name_reverse,class,label,subject_class,object_class,new_class
1071,"römisches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> römisches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
1072,"römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",person,institution,PositionAn
1073,römisches und bürgerliches Recht,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> römisches und bürgerliches Recht,person,institution,PositionAn
1074,"römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
1075,römisches und kanonisches Recht,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> römisches und kanonisches Recht,person,institution,PositionAn
1076,Sanskrit,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Sanskrit,person,institution,PositionAn
1077,Sanskrit und vergleichende Sprachwissenschaft,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Sanskrit und vergleichende Sprachwissenschaft,person,institution,PositionAn
1078,semitische Philologie,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> semitische Philologie,person,institution,PositionAn
1079,semitische Sprachen,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> semitische Sprachen,person,institution,PositionAn
1080,"semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",person,institution,PositionAn
1081,Semitistik und Kulturgeschichte des Vorderen Orients,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Semitistik und Kulturgeschichte des Vorderen Orients,person,institution,PositionAn
1082,slawische Geschichte und Altertumskunde,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> slawische Geschichte und Altertumskunde,person,institution,PositionAn
1083,slawische Philologie,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> slawische Philologie,person,institution,PositionAn
1084,slawische Philologie und Altertumskunde,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> slawische Philologie und Altertumskunde,person,institution,PositionAn
1085,slawische Philologie und Literatur,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> slawische Philologie und Literatur,person,institution,PositionAn
1086,Sprache und Literatur,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Sprache und Literatur,person,institution,PositionAn
1087,Staats- und Verwaltungsrecht,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Staats- und Verwaltungsrecht,person,institution,PositionAn
1088,"Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",person,institution,PositionAn
1089,Staatsrecht,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Staatsrecht,person,institution,PositionAn
1090,Staatsrecht und Verwaltungsrecht,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Staatsrecht und Verwaltungsrecht,person,institution,PositionAn
1091,Staatswissenschaften,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Staatswissenschaften,person,institution,PositionAn
1092,Statistik,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Statistik,person,institution,PositionAn
1093,Statistik und österreichische Finanzgesetzkunde,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Statistik und österreichische Finanzgesetzkunde,person,institution,PositionAn
1094,Strafrecht und Strafprozess,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Strafrecht und Strafprozess,person,institution,PositionAn
1095,"Strafrecht, Strafprozessrecht und der Rechtsphilosophie",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> Strafrecht, Strafprozessrecht und der Rechtsphilosophie",person,institution,PositionAn
1096,"Straßen-, Eisenbahn- und Tunnelbau",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> Straßen-, Eisenbahn- und Tunnelbau",person,institution,PositionAn
1097,systematische Botanik,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> systematische Botanik,person,institution,PositionAn
1098,technische Kernphysik,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> technische Kernphysik,person,institution,PositionAn
1099,technische Mechanik,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> technische Mechanik,person,institution,PositionAn
1100,Theaterwissenschaft,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Theaterwissenschaft,person,institution,PositionAn
1101,theoretische Astronomie,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> theoretische Astronomie,person,institution,PositionAn
1102,theoretische Physik,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> theoretische Physik,person,institution,PositionAn
1103,Tierzucht und Vererbungslehre,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Tierzucht und Vererbungslehre,person,institution,PositionAn
1104,Urgeschichte,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Urgeschichte,person,institution,PositionAn
1105,Verbrennungskraftmaschinen,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Verbrennungskraftmaschinen,person,institution,PositionAn
1106,vergleichende Sprachenkunde,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> vergleichende Sprachenkunde,person,institution,PositionAn
1107,vergleichende Sprachwissenschaft,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> vergleichende Sprachwissenschaft,person,institution,PositionAn
1108,Völkerkunde,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Völkerkunde,person,institution,PositionAn
1109,Völkerrecht und Rechtsphilosophie,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Völkerrecht und Rechtsphilosophie,person,institution,PositionAn
1110,"Völkerrecht, Rechtsphilosophie und internationales Privatrecht",,person institution relation,"hat Position inne >> tit. ao. Univ.-Prof. >> Völkerrecht, Rechtsphilosophie und internationales Privatrecht",person,institution,PositionAn
1111,Volkskunde,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Volkskunde,person,institution,PositionAn
1112,Wasserbau,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Wasserbau,person,institution,PositionAn
1113,zivilgerichtliche Verfahren und allgemeine Verfahrenslehre,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> zivilgerichtliche Verfahren und allgemeine Verfahrenslehre,person,institution,PositionAn
1114,Zoologie,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Zoologie,person,institution,PositionAn
1115,Zoologie und vergleichende Anatomie,,person institution relation,hat Position inne >> tit. ao. Univ.-Prof. >> Zoologie und vergleichende Anatomie,person,institution,PositionAn
1116,ägyptische Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> ägyptische Altertumskunde,person,institution,PositionAn
1117,Ägyptologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Ägyptologie,person,institution,PositionAn
1118,Ägyptologie und Afrikanistik,,person institution relation,hat Position inne >> Honorar-Prof. >> Ägyptologie und Afrikanistik,person,institution,PositionAn
1119,allgemeine Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine Chemie,person,institution,PositionAn
1120,allgemeine Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine Geschichte,person,institution,PositionAn
1121,allgemeine Mechanik,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine Mechanik,person,institution,PositionAn
1122,allgemeine neuere Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine neuere Geschichte,person,institution,PositionAn
1123,"allgemeine Staatslehre und österreichisches Staatsrecht, Verwaltungslehre und österreichisches Verwaltungsrecht",,person institution relation,"hat Position inne >> Honorar-Prof. >> allgemeine Staatslehre und österreichisches Staatsrecht, Verwaltungslehre und österreichisches Verwaltungsrecht",person,institution,PositionAn
1124,allgemeine und experimentelle Pathologie,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine und experimentelle Pathologie,person,institution,PositionAn
1125,allgemeine und indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine und indogermanische Sprachwissenschaft,person,institution,PositionAn
1126,allgemeine und österreichische Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine und österreichische Geschichte,person,institution,PositionAn
1127,allgemeine und pharmazeutische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine und pharmazeutische Chemie,person,institution,PositionAn
1128,allgemeine und spezielle Tierzucht- und Fütterungslehre,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine und spezielle Tierzucht- und Fütterungslehre,person,institution,PositionAn
1129,allgemeine und technische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine und technische Chemie,person,institution,PositionAn
1130,allgemeine und vergleichende indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine und vergleichende indogermanische Sprachwissenschaft,person,institution,PositionAn
1131,allgemeine Weltgeschichte und österreichische Staatengeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine Weltgeschichte und österreichische Staatengeschichte,person,institution,PositionAn
1132,allgemeine Zoologie und Parasitenkunde,,person institution relation,hat Position inne >> Honorar-Prof. >> allgemeine Zoologie und Parasitenkunde,person,institution,PositionAn
1133,alte Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> alte Geschichte,person,institution,PositionAn
1134,alte Geschichte und Epigraphik,,person institution relation,hat Position inne >> Honorar-Prof. >> alte Geschichte und Epigraphik,person,institution,PositionAn
1135,"alte Geschichte, Altertumskunde und Epigraphik",,person institution relation,"hat Position inne >> Honorar-Prof. >> alte Geschichte, Altertumskunde und Epigraphik",person,institution,PositionAn
1136,ältere deutsche Sprache und Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> ältere deutsche Sprache und Literatur,person,institution,PositionAn
1137,altindische Philologie und Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> altindische Philologie und Altertumskunde,person,institution,PositionAn
1138,altsemitische Philologie und orientalische Archäologie,,person institution relation,hat Position inne >> Honorar-Prof. >> altsemitische Philologie und orientalische Archäologie,person,institution,PositionAn
1139,analytische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> analytische Chemie,person,institution,PositionAn
1140,Anatomie,,person institution relation,hat Position inne >> Honorar-Prof. >> Anatomie,person,institution,PositionAn
1141,Anatomie und Embryologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Anatomie und Embryologie,person,institution,PositionAn
1142,Anatomie und Physiologie der Pflanzen,,person institution relation,hat Position inne >> Honorar-Prof. >> Anatomie und Physiologie der Pflanzen,person,institution,PositionAn
1143,angewandte medizinische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> angewandte medizinische Chemie,person,institution,PositionAn
1144,anorganische und physikalische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> anorganische und physikalische Chemie,person,institution,PositionAn
1145,anorganische und analytische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> anorganische und analytische Chemie,person,institution,PositionAn
1146,Anthropologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Anthropologie,person,institution,PositionAn
1147,antike Numismatik und Geschichte Mittelasiens vor Mohammed,,person institution relation,hat Position inne >> Honorar-Prof. >> antike Numismatik und Geschichte Mittelasiens vor Mohammed,person,institution,PositionAn
1148,Astronomie,,person institution relation,hat Position inne >> Honorar-Prof. >> Astronomie,person,institution,PositionAn
1149,Astronomie und höhere Geodäsie,,person institution relation,hat Position inne >> Honorar-Prof. >> Astronomie und höhere Geodäsie,person,institution,PositionAn
1150,Augenheilkunde,,person institution relation,hat Position inne >> Honorar-Prof. >> Augenheilkunde,person,institution,PositionAn
1151,Bau der Wasserkraftmaschinen und Pumpen,,person institution relation,hat Position inne >> Honorar-Prof. >> Bau der Wasserkraftmaschinen und Pumpen,person,institution,PositionAn
1152,Baustatik,,person institution relation,hat Position inne >> Honorar-Prof. >> Baustatik,person,institution,PositionAn
1153,Baustatik und Baukonstruktion,,person institution relation,hat Position inne >> Honorar-Prof. >> Baustatik und Baukonstruktion,person,institution,PositionAn
1154,Betriebswirtschaftslehre,,person institution relation,hat Position inne >> Honorar-Prof. >> Betriebswirtschaftslehre,person,institution,PositionAn
1155,Bibelstudium n.B.,,person institution relation,hat Position inne >> Honorar-Prof. >> Bibelstudium n.B.,person,institution,PositionAn
1156,Biochemie,,person institution relation,hat Position inne >> Honorar-Prof. >> Biochemie,person,institution,PositionAn
1157,Botanik,,person institution relation,hat Position inne >> Honorar-Prof. >> Botanik,person,institution,PositionAn
1158,Brückenbau,,person institution relation,hat Position inne >> Honorar-Prof. >> Brückenbau,person,institution,PositionAn
1159,bürgerliches Recht und internationales Privatrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> bürgerliches Recht und internationales Privatrecht,person,institution,PositionAn
1160,Byzantinistik,,person institution relation,hat Position inne >> Honorar-Prof. >> Byzantinistik,person,institution,PositionAn
1161,Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> Chemie,person,institution,PositionAn
1162,Chemie mit besonderer Berücksichtigung der physikalischen Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> Chemie mit besonderer Berücksichtigung der physikalischen Chemie,person,institution,PositionAn
1163,chemische Technologie,,person institution relation,hat Position inne >> Honorar-Prof. >> chemische Technologie,person,institution,PositionAn
1164,darstellende Geometrie,,person institution relation,hat Position inne >> Honorar-Prof. >> darstellende Geometrie,person,institution,PositionAn
1165,deskriptive Anatomie,,person institution relation,hat Position inne >> Honorar-Prof. >> deskriptive Anatomie,person,institution,PositionAn
1166,deskriptive und topographische Anatomie,,person institution relation,hat Position inne >> Honorar-Prof. >> deskriptive und topographische Anatomie,person,institution,PositionAn
1167,"deskriptive, topographische und vergleichende Anatomie",,person institution relation,"hat Position inne >> Honorar-Prof. >> deskriptive, topographische und vergleichende Anatomie",person,institution,PositionAn
1168,deutsche Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche Geschichte,person,institution,PositionAn
1169,deutsche Rechtsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche Rechtsgeschichte,person,institution,PositionAn
1170,"deutsche Rechtsgeschichte, bürgerliches Recht und Handelsrecht",,person institution relation,"hat Position inne >> Honorar-Prof. >> deutsche Rechtsgeschichte, bürgerliches Recht und Handelsrecht",person,institution,PositionAn
1171,deutsche Reichs- und Rechtsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche Reichs- und Rechtsgeschichte,person,institution,PositionAn
1172,deutsche Reichs- und Rechtsgeschichte und deutsches Privatrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche Reichs- und Rechtsgeschichte und deutsches Privatrecht,person,institution,PositionAn
1173,deutsche Reichs- und Rechtsgeschichte und Kirchenrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche Reichs- und Rechtsgeschichte und Kirchenrecht,person,institution,PositionAn
1174,deutsche Sprache und ältere deutsche Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche Sprache und ältere deutsche Literatur,person,institution,PositionAn
1175,deutsche Sprache und Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche Sprache und Literatur,person,institution,PositionAn
1176,deutsche und österreichische Reichs- und Rechtsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsche und österreichische Reichs- und Rechtsgeschichte,person,institution,PositionAn
1177,deutsches Recht und österreichische Reichsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsches Recht und österreichische Reichsgeschichte,person,institution,PositionAn
1178,deutsches Recht und österreichische Verfassungs- und Verwaltungsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> deutsches Recht und österreichische Verfassungs- und Verwaltungsgeschichte,person,institution,PositionAn
1179,Eisenbetonbau und Statik,,person institution relation,hat Position inne >> Honorar-Prof. >> Eisenbetonbau und Statik,person,institution,PositionAn
1180,Elementar- und höhere Mathematik,,person institution relation,hat Position inne >> Honorar-Prof. >> Elementar- und höhere Mathematik,person,institution,PositionAn
1181,englische Philologie,,person institution relation,hat Position inne >> Honorar-Prof. >> englische Philologie,person,institution,PositionAn
1182,englische Sprache und Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> englische Sprache und Literatur,person,institution,PositionAn
1183,englische und amerikanische Sprache und Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> englische und amerikanische Sprache und Literatur,person,institution,PositionAn
1184,Experimentalphysik,,person institution relation,hat Position inne >> Honorar-Prof. >> Experimentalphysik,person,institution,PositionAn
1185,Geburtshilfe und Frauenheilkunde,,person institution relation,hat Position inne >> Honorar-Prof. >> Geburtshilfe und Frauenheilkunde,person,institution,PositionAn
1186,Geldgeschichte und Museumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> Geldgeschichte und Museumskunde,person,institution,PositionAn
1187,Geodäsie und Hydrometrie,,person institution relation,hat Position inne >> Honorar-Prof. >> Geodäsie und Hydrometrie,person,institution,PositionAn
1188,Geographie,,person institution relation,hat Position inne >> Honorar-Prof. >> Geographie,person,institution,PositionAn
1189,Geographie,,person institution relation,hat Position inne >> Honorar-Prof. >> Geographie,person,institution,PositionAn
1190,Geographie mit besonderer Berücksichtigung der Kartographie,,person institution relation,hat Position inne >> Honorar-Prof. >> Geographie mit besonderer Berücksichtigung der Kartographie,person,institution,PositionAn
1191,Geologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Geologie,person,institution,PositionAn
1192,Geologie und Lagerstättenkunde,,person institution relation,hat Position inne >> Honorar-Prof. >> Geologie und Lagerstättenkunde,person,institution,PositionAn
1193,Geologie und Paläontologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Geologie und Paläontologie,person,institution,PositionAn
1194,Geometrie,,person institution relation,hat Position inne >> Honorar-Prof. >> Geometrie,person,institution,PositionAn
1195,gerichtlichen Medizin,,person institution relation,hat Position inne >> Honorar-Prof. >> gerichtlichen Medizin,person,institution,PositionAn
1196,germanische Philologie,,person institution relation,hat Position inne >> Honorar-Prof. >> germanische Philologie,person,institution,PositionAn
1197,germanische Sprachgeschichte und Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> germanische Sprachgeschichte und Altertumskunde,person,institution,PositionAn
1198,Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> Geschichte,person,institution,PositionAn
1199,Geschichte der Neuzeit,,person institution relation,hat Position inne >> Honorar-Prof. >> Geschichte der Neuzeit,person,institution,PositionAn
1200,Geschichte des Altertums,,person institution relation,hat Position inne >> Honorar-Prof. >> Geschichte des Altertums,person,institution,PositionAn
1201,Geschichte des Mittelalters und historische Hilfswissenschaften,,person institution relation,hat Position inne >> Honorar-Prof. >> Geschichte des Mittelalters und historische Hilfswissenschaften,person,institution,PositionAn
1202,Geschichte des Orients,,person institution relation,hat Position inne >> Honorar-Prof. >> Geschichte des Orients,person,institution,PositionAn
1203,Geschichte und historische Hilfswissenschaften,,person institution relation,hat Position inne >> Honorar-Prof. >> Geschichte und historische Hilfswissenschaften,person,institution,PositionAn
1204,Geschichte und ihre Hilfswissenschaften,,person institution relation,hat Position inne >> Honorar-Prof. >> Geschichte und ihre Hilfswissenschaften,person,institution,PositionAn
1205,griechische Altertumskunde und Epigraphik,,person institution relation,hat Position inne >> Honorar-Prof. >> griechische Altertumskunde und Epigraphik,person,institution,PositionAn
1206,"griechische Geschichte, Altertumskunde und Epigraphik",,person institution relation,"hat Position inne >> Honorar-Prof. >> griechische Geschichte, Altertumskunde und Epigraphik",person,institution,PositionAn
1207,Grundbau und Bodenmechanik,,person institution relation,hat Position inne >> Honorar-Prof. >> Grundbau und Bodenmechanik,person,institution,PositionAn
1208,Grundlagen der Elektrotechnik und theoretische Elektrotechnik,,person institution relation,hat Position inne >> Honorar-Prof. >> Grundlagen der Elektrotechnik und theoretische Elektrotechnik,person,institution,PositionAn
1209,Handels- und Wechselrecht und bürgerliches Recht,,person institution relation,hat Position inne >> Honorar-Prof. >> Handels- und Wechselrecht und bürgerliches Recht,person,institution,PositionAn
1210,Histologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Histologie,person,institution,PositionAn
1211,Histologie und Embryologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Histologie und Embryologie,person,institution,PositionAn
1212,historische und politische Geographie,,person institution relation,hat Position inne >> Honorar-Prof. >> historische und politische Geographie,person,institution,PositionAn
1213,höhere Geodäsie,,person institution relation,hat Position inne >> Honorar-Prof. >> höhere Geodäsie,person,institution,PositionAn
1214,höhere Geodäsie und angewandte Geophysik,,person institution relation,hat Position inne >> Honorar-Prof. >> höhere Geodäsie und angewandte Geophysik,person,institution,PositionAn
1215,höhere Geodäsie und sphärische Astronomie,,person institution relation,hat Position inne >> Honorar-Prof. >> höhere Geodäsie und sphärische Astronomie,person,institution,PositionAn
1216,höhere Ingenieur-Wissenschaften,,person institution relation,hat Position inne >> Honorar-Prof. >> höhere Ingenieur-Wissenschaften,person,institution,PositionAn
1217,höhere Mathematik,,person institution relation,hat Position inne >> Honorar-Prof. >> höhere Mathematik,person,institution,PositionAn
1218,höhere Mathematik und Physik,,person institution relation,hat Position inne >> Honorar-Prof. >> höhere Mathematik und Physik,person,institution,PositionAn
1219,höhere Mechanik,,person institution relation,hat Position inne >> Honorar-Prof. >> höhere Mechanik,person,institution,PositionAn
1220,indische und iranische Philologie,,person institution relation,hat Position inne >> Honorar-Prof. >> indische und iranische Philologie,person,institution,PositionAn
1221,indogermanische Sprachwissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> indogermanische Sprachwissenschaft,person,institution,PositionAn
1222,Indologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Indologie,person,institution,PositionAn
1223,Kirchenrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> Kirchenrecht,person,institution,PositionAn
1224,Kirchenrecht und deutsches Recht,,person institution relation,hat Position inne >> Honorar-Prof. >> Kirchenrecht und deutsches Recht,person,institution,PositionAn
1225,klassische Archäologie,,person institution relation,hat Position inne >> Honorar-Prof. >> klassische Archäologie,person,institution,PositionAn
1226,klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> klassische Archäologie mit besonderer Berücksichtigung der Feldarchäologie und der römischen Altertumskunde,person,institution,PositionAn
1227,klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,,person institution relation,hat Position inne >> Honorar-Prof. >> klassische Archäologie mit besonderer Berücksichtigung der römischen Provinzialarchäologie,person,institution,PositionAn
1228,klassische Philologie,,person institution relation,hat Position inne >> Honorar-Prof. >> klassische Philologie,person,institution,PositionAn
1229,kosmische Physik,,person institution relation,hat Position inne >> Honorar-Prof. >> kosmische Physik,person,institution,PositionAn
1230,Kunstgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> Kunstgeschichte,person,institution,PositionAn
1231,Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,,person institution relation,hat Position inne >> Honorar-Prof. >> Kunstgeschichte mit besonderer Berücksichtigung der byzantinischen und österreichischen Kunst,person,institution,PositionAn
1232,Mathematik,,person institution relation,hat Position inne >> Honorar-Prof. >> Mathematik,person,institution,PositionAn
1233,mathematische Physik,,person institution relation,hat Position inne >> Honorar-Prof. >> mathematische Physik,person,institution,PositionAn
1234,Mechanik,,person institution relation,hat Position inne >> Honorar-Prof. >> Mechanik,person,institution,PositionAn
1235,Mechanik und Maschinenlehre,,person institution relation,hat Position inne >> Honorar-Prof. >> Mechanik und Maschinenlehre,person,institution,PositionAn
1236,mechanische Technologie und Materialprüfungswesen,,person institution relation,hat Position inne >> Honorar-Prof. >> mechanische Technologie und Materialprüfungswesen,person,institution,PositionAn
1237,medizinische Klinik,,person institution relation,hat Position inne >> Honorar-Prof. >> medizinische Klinik,person,institution,PositionAn
1238,Meteorologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Meteorologie,person,institution,PositionAn
1239,Meteorologie und Geophysik,,person institution relation,hat Position inne >> Honorar-Prof. >> Meteorologie und Geophysik,person,institution,PositionAn
1240,Meteorologie und Geophysik und Ozeanographie,,person institution relation,hat Position inne >> Honorar-Prof. >> Meteorologie und Geophysik und Ozeanographie,person,institution,PositionAn
1241,Mineralogie,,person institution relation,hat Position inne >> Honorar-Prof. >> Mineralogie,person,institution,PositionAn
1242,Mineralogie mit Gesteinskunde und Kristallchemie,,person institution relation,hat Position inne >> Honorar-Prof. >> Mineralogie mit Gesteinskunde und Kristallchemie,person,institution,PositionAn
1243,Mineralogie und Geologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Mineralogie und Geologie,person,institution,PositionAn
1244,Mineralogie und Petrographie,,person institution relation,hat Position inne >> Honorar-Prof. >> Mineralogie und Petrographie,person,institution,PositionAn
1245,Mineralogie und Technische Geologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Mineralogie und Technische Geologie,person,institution,PositionAn
1246,"Mineralogie, Geognosie und Botanik",,person institution relation,"hat Position inne >> Honorar-Prof. >> Mineralogie, Geognosie und Botanik",person,institution,PositionAn
1247,mittelalterliche und Landesgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> mittelalterliche und Landesgeschichte,person,institution,PositionAn
1248,mittlere und neuere Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> mittlere und neuere Geschichte,person,institution,PositionAn
1249,mittlere und neuere Kunstgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> mittlere und neuere Kunstgeschichte,person,institution,PositionAn
1250,Münz- und Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> Münz- und Altertumskunde,person,institution,PositionAn
1251,Musikwissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> Musikwissenschaft,person,institution,PositionAn
1252,Nachrichtentechnik,,person institution relation,hat Position inne >> Honorar-Prof. >> Nachrichtentechnik,person,institution,PositionAn
1253,Nationalökonomie und Finanzwissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> Nationalökonomie und Finanzwissenschaft,person,institution,PositionAn
1254,neuere Kunstgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> neuere Kunstgeschichte,person,institution,PositionAn
1255,Neurologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Neurologie,person,institution,PositionAn
1256,Organische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> Organische Chemie,person,institution,PositionAn
1257,Organische Chemie und Biochemie,,person institution relation,hat Position inne >> Honorar-Prof. >> Organische Chemie und Biochemie,person,institution,PositionAn
1258,orientalische Sprache,,person institution relation,hat Position inne >> Honorar-Prof. >> orientalische Sprache,person,institution,PositionAn
1259,Orientkunde,,person institution relation,hat Position inne >> Honorar-Prof. >> Orientkunde,person,institution,PositionAn
1260,österreichische Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> österreichische Geschichte,person,institution,PositionAn
1261,österreichische Geschichte mit besonderer Berücksichtigung der Neuzeit und der Hilfswissenschaften,,person institution relation,hat Position inne >> Honorar-Prof. >> österreichische Geschichte mit besonderer Berücksichtigung der Neuzeit und der Hilfswissenschaften,person,institution,PositionAn
