"id","label","isoCode_639_3","label_type_id","temp_entity_id","end_date","end_date_written","end_end_date","end_start_date","start_date","start_date_written","start_end_date","start_start_date","name"
2,Höhlen-Kommission,deu,27,153,,,,,,,,,alternative name (short)
3,Mazohl-Wallnig,deu,27,4293,,,,,,,,,alternative name (short)
5,Adria-Kommission,deu,27,98,,,,,,,,,alternative name (short)
6,Atlas von Niederösterreich,deu,27,8,,,,,,,,,alternative name (short)
7,Balkan-Kommission,deu,28,12,,,,,,,,,collective term
8,Bibliothekskommission,deu,27,14,,,,,,,,,alternative name (short)
9,Druckschriften-Kommission,deu,27,7303,,,,,,,,,alternative name (short)
10,Kommission für den Mayer-Gunthof-Fonds,deu,27,40,,,,,,,,,alternative name (short)
11,Kommission für die Much-Preisstiftung,deu,27,42,,,,,,,,,alternative name (short)
12,Phonogrammarchivs-Kommission,deu,28,52,,,,,,,,,collective term
13,Phonogrammarchivs-Kommission,deu,27,7305,,,,,,,,,alternative name (short)
14,Prähistorische Kommission,deu,28,56,,,,,,,,,collective term
15,Prähistorische Kommission,deu,27,7308,,,,,,,,,alternative name (short)
16,Balkan-Kommission,deu,28,7289,,,,,,,,,collective term
17,Fauna-Kommission,deu,27,127,,,,,,,,,alternative name (short)
18,Mittelmeer-Kommission,deu,27,174,,,,,,,,,alternative name (short)
19,Mittelmeer-Kommission,deu,28,184,,,,,,,,,collective term
20,Novara-Kommission,deu,27,180,,,,,,,,,alternative name (short)
21,Petrographische Kommission,deu,27,186,,,,,,,,,alternative name (short)
22,Radium-Kommission,deu,27,197,,,,,,,,,alternative name (short)
23,Tunnel-Kommission,deu,28,229,,,,,,,,,collective term
24,Tunnel-Kommission,deu,27,7327,,,,,,,,,alternative name (short)
25,Kommission für die Wagner-Jauregg-Widmung,deu,27,231,,,,,,,,,alternative name (short)
26,Kommission für die Weltumsegelungsexpedition,deu,27,241,,,,,,,,,alternative name (short)
27,Altsüdarabisches Wörterbuch,deu,27,251,,,,,,,,,alternative name (short)
28,Übersetzungskommission,deu,27,407,,,,,,,,,alternative name (short)
29,Atlas-Kommission,deu,27,257,,,,,,,,,alternative name (short)
30,Corpus Signorum Imperii Romani (CSIR),deu,27,270,,,,,,,,,alternative name (short)
31,Corpus vasorum antiquorum (CVA),deu,27,272,,,,,,,,,alternative name (short)
33,Grabreliefskommission,deu,27,297,,,,,,,,,alternative name (short)
34,Inschriften-Kommission,deu,27,313,,,,,,,,,alternative name (short)
35,Sprachen-Kommission,deu,27,383,,,,,,,,,alternative name (short)
36,Iranische Kommission,deu,27,315,,,,,,,,,alternative name (short)
37,Kirchenväterkommission,deu,28,317,,,,,,,,,collective term
38,Kleinasiatische Kommission,deu,28,319,,,,,,,,,collective term
39,Kleinasiatische Kommission,deu,28,7337,,,,,,,,,collective term
40,Konzil-Kommission,deu,27,321,,,,,,,,,alternative name (short)
41,Limes-Kommission,deu,27,327,,,,,,,,,alternative name (short)
42,Mahâbhârata-Kommission,deu,27,333,,,,,,,,,alternative name (short)
43,Kommission für den Mayer-Gunthof-Fonds,deu,27,335,,,,,,,,,alternative name (short)
44,Wörterbuch-Kommission,deu,27,353,,,,,,,,,alternative name (short)
45,Nuntiatur-Kommission,deu,28,351,,,,,,,,,collective term
46,Nuntiatur-Kommission,deu,28,7351,,,,,,,,,collective term
47,Orient-Kommission,deu,27,359,,,,,,,,,alternative name (short)
48,Regesten-Kommission,deu,27,365,,,,,,,,,alternative name (short)
49,Regesten-Kommission,deu,28,7354,,,,,,,,,collective term
50,"Thesaurus-Kommission, griechische",deu,28,401,,,,,,,,,collective term
51,"Thesaurus-Kommission, griechische",deu,28,7355,,,,,,,,,collective term
52,"Thesaurus-Kommission, lateinische",deu,28,403,,,,,,,,,collective term
53,"Thesaurus-Kommission, lateinische",deu,28,7356,,,,,,,,,collective term
54,Thesaurus palaeogermanicus,deu,27,405,,,,,,,,,alternative name (short)
55,Urbar-Kommission,deu,27,409,,,,,,,,,alternative name (short)
56,Weistümer- und Urbar-Kommission,deu,27,415,,,,,,,,,alternative name (short)
57,Kirchenväterkommission,deu,28,7361,,,,,,,,,collective term
58,Kommission für die Figdor-Preisstiftung,deu,28,26,,,,,,,,,collective term
59,Kommission für die Figdor-Preisstiftung,deu,28,10569,,,,,,,,,collective term
61,Republic of Austria,eng,67,10728,,,,,,,,,alternative name
62,Mödling,eng,67,10738,,,,,,,,,alternative name
63,Marburg,eng,67,10741,,,,,,,,,alternative name
64,Federal Republic of Germany,eng,67,10742,,,,,,,,,alternative name
65,West Germany,eng,67,10742,,,,,,,,,alternative name
66,Germany,eng,67,10742,,,,,,,,,alternative name
67,Paris,eng,67,10745,,,,,,,,,alternative name
68,France,eng,67,10746,,,,,,,,,alternative name
69,Turin,eng,67,10749,,,,,,,,,alternative name
70,Italian Republic,eng,67,10750,,,,,,,,,alternative name
71,Republic of Italy,eng,67,10750,,,,,,,,,alternative name
72,Italy,eng,67,10750,,,,,,,,,alternative name
73,Graz,eng,67,10758,,,,,,,,,alternative name
74,Passau,eng,67,10761,,,,,,,,,alternative name
75,Braunschweig,eng,67,10764,,,,,,,,,alternative name
76,Brunswick,eng,67,10764,,,,,,,,,alternative name
77,Koblenz,eng,67,10767,,,,,,,,,alternative name
78,Brescia,eng,67,10773,,,,,,,,,alternative name
79,Republic of Turkey,eng,67,10777,,,,,,,,,alternative name
80,Turkey,eng,67,10777,,,,,,,,,alternative name
81,Budapest,eng,67,10780,,,,,,,,,alternative name
82,Republic of Hungary,eng,67,10781,,,,,,,,,alternative name
83,Hungary,eng,67,10781,,,,,,,,,alternative name
84,Saint-Omer,eng,67,10783,,,,,,,,,alternative name
85,Stockholm,eng,67,65305,,,,,,,,,alternative name
86,Kingdom of Sweden,eng,67,10787,,,,,,,,,alternative name
87,Lyon,eng,67,10790,,,,,,,,,alternative name
88,Brno,eng,67,10795,,,,,,,,,alternative name
89,Czech Republic,eng,67,10796,,,,,,,,,alternative name
90,Bohemia,eng,67,10796,,,,,,,,,alternative name
91,Linz,eng,67,24747,,,,,,,,,alternative name
92,Naumburg,eng,67,10808,,,,,,,,,alternative name
93,Osijek,eng,67,10812,,,,,,,,,alternative name
94,Republic of Croatia,eng,67,10813,,,,,,,,,alternative name
95,Istanbul Province,eng,67,10819,,,,,,,,,alternative name
96,Istanbul,eng,67,10819,,,,,,,,,alternative name
97,Republic of Chile,eng,67,10823,,,,,,,,,alternative name
98,Bogorodsk,eng,67,10826,,,,,,,,,alternative name
99,Russian Soviet Federated Socialist Republic,eng,67,10827,,,,,,,,,alternative name
100,Russian Federation,eng,67,10827,,,,,,,,,alternative name
101,Russian Socialist Federative Soviet Republic,eng,67,10827,,,,,,,,,alternative name
102,Russian Soviet Federative Socialist Republic,eng,67,10827,,,,,,,,,alternative name
103,Russia,eng,67,10827,,,,,,,,,alternative name
104,Bogorodsk,eng,67,10830,,,,,,,,,alternative name
105,Bogorodsk,eng,67,10832,,,,,,,,,alternative name
106,Bogorodsk,eng,67,10834,,,,,,,,,alternative name
107,Moscow,eng,67,10840,,,,,,,,,alternative name
108,Tbilisi,eng,67,10846,,,,,,,,,alternative name
109,Georgian Soviet Socialist Republic,eng,67,10847,,,,,,,,,alternative name
110,Georgia,eng,67,10847,,,,,,,,,alternative name
111,Bruneck,eng,67,10850,,,,,,,,,alternative name
112,Innsbruck,eng,67,10853,,,,,,,,,alternative name
113,Pergine Valsugana,eng,67,10865,,,,,,,,,alternative name
114,Gökçeada,eng,67,10870,,,,,,,,,alternative name
115,Tartu,eng,67,10873,,,,,,,,,alternative name
116,Republic of Estonia,eng,67,10874,,,,,,,,,alternative name
117,Naples,eng,67,10884,,,,,,,,,alternative name
118,Rotherham,eng,67,10888,,,,,,,,,alternative name
119,Britain,eng,67,10889,,,,,,,,,alternative name
120,United Kingdom of Great Britain and Northern Ireland,eng,67,10889,,,,,,,,,alternative name
121,U.K.,eng,67,10889,,,,,,,,,alternative name
122,UK,eng,67,10889,,,,,,,,,alternative name
123,United Kingdom,eng,67,10889,,,,,,,,,alternative name
124,Greifswald,eng,67,10903,,,,,,,,,alternative name
125,Ukraine,eng,67,10909,,,,,,,,,alternative name
126,Sienna,eng,67,10915,,,,,,,,,alternative name
127,Siena,eng,67,10915,,,,,,,,,alternative name
128,Madison,eng,67,10918,,,,,,,,,alternative name
129,America,eng,67,10919,,,,,,,,,alternative name
130,United States of America,eng,67,10919,,,,,,,,,alternative name
131,Stuttgart,eng,67,10923,,,,,,,,,alternative name
132,Jihlava,eng,67,10928,,,,,,,,,alternative name
133,Prague,eng,67,10934,,,,,,,,,alternative name
134,Kingdom of Norway,eng,67,10939,,,,,,,,,alternative name
135,Florence,eng,67,10946,,,,,,,,,alternative name
136,Vienna,eng,67,10950,,,,,,,,,alternative name
137,Glasgow,eng,67,53152,,,,,,,,,alternative name
138,Pavia,eng,67,10963,,,,,,,,,alternative name
139,Mulhouse,eng,67,10969,,,,,,,,,alternative name
140,Hamburg,eng,67,10972,,,,,,,,,alternative name
141,Republic of Poland,eng,67,10979,,,,,,,,,alternative name
142,Poland,eng,67,10979,,,,,,,,,alternative name
143,Münster,eng,67,10982,,,,,,,,,alternative name
144,Salzburg,eng,67,10985,,,,,,,,,alternative name
145,Heidelberg,eng,67,10989,,,,,,,,,alternative name
146,Mannheim,eng,67,10997,,,,,,,,,alternative name
147,Slovenska Bistrica,eng,67,11001,,,,,,,,,alternative name
148,Republic of Slovenia,eng,67,11002,,,,,,,,,alternative name
149,Hradec Králové,eng,67,11006,,,,,,,,,alternative name
150,Sansepolcro,eng,67,11009,,,,,,,,,alternative name
151,Olomouc,eng,67,11012,,,,,,,,,alternative name
152,Pilsen,eng,67,11015,,,,,,,,,alternative name
153,Sokolov,eng,67,11024,,,,,,,,,alternative name
154,Petrograd,eng,67,11044,,,,,,,,,alternative name
155,Leningrad,eng,67,11044,,,,,,,,,alternative name
156,Saint Petersburg,eng,67,11044,,,,,,,,,alternative name
157,Freiburg,eng,67,11052,,,,,,,,,alternative name
158,Zurich,eng,67,11060,,,,,,,,,alternative name
159,Switzerland,eng,67,11061,,,,,,,,,alternative name
160,Krems,eng,67,11070,,,,,,,,,alternative name
161,Göttingen,eng,67,11073,,,,,,,,,alternative name
163,Memmingen,eng,67,11082,,,,,,,,,alternative name
164,Aleppo,eng,67,11085,,,,,,,,,alternative name
165,Syrian Arab Republic,eng,67,11086,,,,,,,,,alternative name
166,Schweinfurt,eng,67,11089,,,,,,,,,alternative name
168,Węgorzewo,eng,67,11097,,,,,,,,,alternative name
169,Našice,eng,67,11100,,,,,,,,,alternative name
170,Eisenstadt,eng,67,11107,,,,,,,,,alternative name
171,Kazan,eng,67,11110,,,,,,,,,alternative name
172,Kazan’,eng,67,11110,,,,,,,,,alternative name
173,Děčín,eng,67,11114,,,,,,,,,alternative name
174,Nuremberg,eng,67,11126,,,,,,,,,alternative name
175,Heidenheim,eng,67,11137,,,,,,,,,alternative name
176,Copenhagen,eng,67,11142,,,,,,,,,alternative name
177,Kingdom of Denmark,eng,67,11143,,,,,,,,,alternative name
178,Minden,eng,67,11148,,,,,,,,,alternative name
179,Berlin,eng,67,11151,,,,,,,,,alternative name
180,Klagenfurt,eng,67,11154,,,,,,,,,alternative name
181,Antwerp,eng,67,11161,,,,,,,,,alternative name
182,Kingdom of Belgium,eng,67,11162,,,,,,,,,alternative name
183,Rome,eng,67,28836,,,,,,,,,alternative name
184,Genoa,eng,67,11174,,,,,,,,,alternative name
185,Ixelles-Elsene,eng,67,11177,,,,,,,,,alternative name
186,Cham,eng,67,11180,,,,,,,,,alternative name
187,Islamic Republic of Pakistan,eng,67,11181,,,,,,,,,alternative name
191,Frankfurt,eng,67,28932,,,,,,,,,alternative name
192,Frankfurt am Main,eng,67,28932,,,,,,,,,alternative name
193,Hanover,eng,67,11193,,,,,,,,,alternative name
194,Adelaide,eng,67,11199,,,,,,,,,alternative name
195,Australia,eng,67,11200,,,,,,,,,alternative name
196,Detroit,eng,67,11203,,,,,,,,,alternative name
197,Chur,eng,67,11211,,,,,,,,,alternative name
198,Bad Ischl,eng,67,11219,,,,,,,,,alternative name
199,Horten,eng,67,11225,,,,,,,,,alternative name
200,Oslo,eng,67,11228,,,,,,,,,alternative name
201,Ljutomer,eng,67,11234,,,,,,,,,alternative name
202,Flensburg,eng,67,11238,,,,,,,,,alternative name
203,Leipzig,eng,67,11241,,,,,,,,,alternative name
204,Lübeck,eng,67,11247,,,,,,,,,alternative name
205,Metz,eng,67,11250,,,,,,,,,alternative name
206,Heilbronn,eng,67,11258,,,,,,,,,alternative name
209,Molsheim,eng,67,11272,,,,,,,,,alternative name
210,Basel,eng,67,11282,,,,,,,,,alternative name
211,Bremerhaven,eng,67,11286,,,,,,,,,alternative name
212,Petersburg,eng,67,11290,,,,,,,,,alternative name
213,St. Petersburg,eng,67,11290,,,,,,,,,alternative name
214,Leningrad,eng,67,11290,,,,,,,,,alternative name
215,St.-Petersburg,eng,67,11290,,,,,,,,,alternative name
216,Petrograd,eng,67,11290,,,,,,,,,alternative name
217,Peterburg,eng,67,11290,,,,,,,,,alternative name
218,Saint Petersburg,eng,67,11290,,,,,,,,,alternative name
219,Brody,eng,67,11297,,,,,,,,,alternative name
220,Solothurn,eng,67,11302,,,,,,,,,alternative name
221,Pistoia,eng,67,11312,,,,,,,,,alternative name
222,Republic of South Africa,eng,67,11316,,,,,,,,,alternative name
223,Holland,eng,67,11320,,,,,,,,,alternative name
224,Kingdom of the Netherlands,eng,67,11320,,,,,,,,,alternative name
225,The Netherlands,eng,67,11320,,,,,,,,,alternative name
226,Netherlands,eng,67,11320,,,,,,,,,alternative name
227,Hague,eng,67,11322,,,,,,,,,alternative name
228,The Hague,eng,67,11322,,,,,,,,,alternative name
229,Heraklion,eng,67,11325,,,,,,,,,alternative name
230,Hellenic Republic,eng,67,11326,,,,,,,,,alternative name
231,Greece,eng,67,11326,,,,,,,,,alternative name
232,Sundsvall,eng,67,11334,,,,,,,,,alternative name
233,Munich,eng,67,11340,,,,,,,,,alternative name
234,Tübingen,eng,67,11343,,,,,,,,,alternative name
235,Pescasseroli,eng,67,11347,,,,,,,,,alternative name
236,Cairo,eng,67,11353,,,,,,,,,alternative name
237,Arab Republic of Egypt,eng,67,11354,,,,,,,,,alternative name
238,Egypt,eng,67,11354,,,,,,,,,alternative name
239,Győr,eng,67,11357,,,,,,,,,alternative name
240,Romania,eng,67,11365,,,,,,,,,alternative name
241,City of London,eng,67,11368,,,,,,,,,alternative name
242,London City,eng,67,11368,,,,,,,,,alternative name
243,The City,eng,67,11368,,,,,,,,,alternative name
244,London,eng,67,11368,,,,,,,,,alternative name
245,Plovdiv,eng,67,11371,,,,,,,,,alternative name
246,Republic of Bulgaria,eng,67,11372,,,,,,,,,alternative name
248,Bruges,eng,67,11381,,,,,,,,,alternative name
249,Ghent,eng,67,11384,,,,,,,,,alternative name
250,Trento,eng,67,37539,,,,,,,,,alternative name
251,Vršac,eng,67,11409,,,,,,,,,alternative name
252,Serbia,eng,67,11410,,,,,,,,,alternative name
253,Wurzburg,eng,67,11425,,,,,,,,,alternative name
254,Sibiu,eng,67,11439,,,,,,,,,alternative name
255,Prostějov,eng,67,11457,,,,,,,,,alternative name
256,Beauvais,eng,67,11461,,,,,,,,,alternative name
257,Giessen,eng,67,11473,,,,,,,,,alternative name
258,Weichering-Lichtenheim,deu,67,11480,,,,,,,,,alternative name
259,Glarus,eng,67,11486,,,,,,,,,alternative name
260,Český Těšín,eng,67,11497,,,,,,,,,alternative name
261,Cieszyn,eng,67,11500,,,,,,,,,alternative name
262,Republic of Ireland,eng,67,11505,,,,,,,,,alternative name
263,Chernivtsi,eng,67,11511,,,,,,,,,alternative name
264,Gdańsk,eng,67,11517,,,,,,,,,alternative name
265,Potsdam,eng,67,11520,,,,,,,,,alternative name
266,Meiningen,eng,67,11528,,,,,,,,,alternative name
267,Kufstein,eng,67,11548,,,,,,,,,alternative name
268,Helmstedt,eng,67,11551,,,,,,,,,alternative name
270,Rovereto,eng,67,11570,,,,,,,,,alternative name
271,Kastelruth,eng,67,11574,,,,,,,,,alternative name
272,New York City,eng,67,11578,,,,,,,,,alternative name
273,Big Apple,eng,67,11578,,,,,,,,,alternative name
274,New York,eng,67,11578,,,,,,,,,alternative name
275,Slovenj Gradec,eng,67,11584,,,,,,,,,alternative name
276,Imst,eng,67,11590,,,,,,,,,alternative name
277,Großpeterwitz,deu,67,11594,,,,,,,,,alternative name
278,Groß Peterwitz,deu,67,11594,,,,,,,,,alternative name
279,Vicenza,eng,67,11603,,,,,,,,,alternative name
280,Bruck an der Mur,eng,67,11608,,,,,,,,,alternative name
281,Windisch-Landsberg,deu,67,11623,,,,,,,,,alternative name
282,Zernez,eng,67,11629,,,,,,,,,alternative name
283,Kiel,eng,67,11634,,,,,,,,,alternative name
284,Wismar,eng,67,11642,,,,,,,,,alternative name
285,Dessau,eng,67,11645,,,,,,,,,alternative name
286,Frankenthal,eng,67,11649,,,,,,,,,alternative name
287,Milan,eng,67,39653,,,,,,,,,alternative name
288,Kaliningrad,eng,67,11659,,,,,,,,,alternative name
289,Belfast City,eng,67,11665,,,,,,,,,alternative name
290,Belfast,eng,67,11665,,,,,,,,,alternative name
291,Liberec,eng,67,11671,,,,,,,,,alternative name
292,Nysa,eng,67,11674,,,,,,,,,alternative name
293,Wrocław,eng,67,29443,,,,,,,,,alternative name
294,Merano,eng,67,11694,,,,,,,,,alternative name
295,Palermo,eng,67,11698,,,,,,,,,alternative name
296,Valognes,eng,67,11701,,,,,,,,,alternative name
297,Paderborn,eng,67,11705,,,,,,,,,alternative name
298,Slovak Republic,eng,67,11730,,,,,,,,,alternative name
299,Cluj-Napoca,eng,67,11733,,,,,,,,,alternative name
300,Kassel,eng,67,11737,,,,,,,,,alternative name
301,Regensburg,eng,67,11744,,,,,,,,,alternative name
302,Hof,eng,67,11749,,,,,,,,,alternative name
303,Castelnuovo Nigra,eng,67,11752,,,,,,,,,alternative name
304,Province of Gorizia,eng,67,11760,,,,,,,,,alternative name
305,Nova Gorica,eng,67,11763,,,,,,,,,alternative name
306,Cincinnati,eng,67,11771,,,,,,,,,alternative name
307,Łódź,eng,67,11777,,,,,,,,,alternative name
308,Kaysersberg,eng,67,11798,,,,,,,,,alternative name
309,Feldkirch,eng,67,11807,,,,,,,,,alternative name
310,India,eng,67,11812,,,,,,,,,alternative name
311,Derby,eng,67,11818,,,,,,,,,alternative name
312,Schwechat,eng,67,11821,,,,,,,,,alternative name
313,Zagreb,eng,67,11824,,,,,,,,,alternative name
314,Esslingen am Neckar,eng,67,11828,,,,,,,,,alternative name
315,Darmstadt,eng,67,11831,,,,,,,,,alternative name
316,Beaune,eng,67,11841,,,,,,,,,alternative name
317,Duesseldorf,eng,67,11857,,,,,,,,,alternative name
318,Düsseldorf,eng,67,11857,,,,,,,,,alternative name
319,Dusseldorf,eng,67,11857,,,,,,,,,alternative name
320,Belgrade,eng,67,29467,,,,,,,,,alternative name
321,Edo,eng,67,11875,,,,,,,,,alternative name
322,Tokyo,eng,67,11875,,,,,,,,,alternative name
323,Japan,eng,67,11876,,,,,,,,,alternative name
324,Kroměříž,eng,67,11889,,,,,,,,,alternative name
325,Zell am See,eng,67,11905,,,,,,,,,alternative name
326,Opatija,eng,67,11909,,,,,,,,,alternative name
327,Minneapolis,eng,67,11912,,,,,,,,,alternative name
328,Amsterdam,eng,67,11922,,,,,,,,,alternative name
329,Wels,eng,67,11930,,,,,,,,,alternative name
330,Berne,eng,67,37315,,,,,,,,,alternative name
331,Bern,eng,67,37315,,,,,,,,,alternative name
332,Durban,eng,67,11949,,,,,,,,,alternative name
333,Dublin city,eng,67,11955,,,,,,,,,alternative name
334,Dublin,eng,67,11955,,,,,,,,,alternative name
335,Lüdenscheid,eng,67,11967,,,,,,,,,alternative name
336,Gmina Kluczbork,eng,67,11976,,,,,,,,,alternative name
337,Słupsk,eng,67,11979,,,,,,,,,alternative name
338,Valtice,eng,67,11985,,,,,,,,,alternative name
339,Baden bei Wien,eng,67,11993,,,,,,,,,alternative name
340,Riesa,eng,67,12001,,,,,,,,,alternative name
341,Portuguese Republic,eng,67,12008,,,,,,,,,alternative name
342,St. Louis,eng,67,12014,,,,,,,,,alternative name
343,St Louis,eng,67,12014,,,,,,,,,alternative name
344,Legnano,eng,67,12024,,,,,,,,,alternative name
345,Cologne,eng,67,12030,,,,,,,,,alternative name
346,Montreal City,eng,67,12044,,,,,,,,,alternative name
347,Montreal,eng,67,12044,,,,,,,,,alternative name
348,Canada,eng,67,12045,,,,,,,,,alternative name
349,Tampere,eng,67,12049,,,,,,,,,alternative name
350,Republic of Finland,eng,67,12050,,,,,,,,,alternative name
351,Finland,eng,67,12050,,,,,,,,,alternative name
352,Dornbirn,eng,67,12053,,,,,,,,,alternative name
353,Bludenz,eng,67,12056,,,,,,,,,alternative name
354,Gorizia,eng,67,12063,,,,,,,,,alternative name
355,Qingdao,eng,67,12107,,,,,,,,,alternative name
356,People’s Republic of China,eng,67,12108,,,,,,,,,alternative name
357,People's Republic of China,eng,67,12108,,,,,,,,,alternative name
358,China,eng,67,12108,,,,,,,,,alternative name
359,Dortmund,eng,67,12116,,,,,,,,,alternative name
360,Levoča,eng,67,12119,,,,,,,,,alternative name
361,Zabrze,eng,67,12122,,,,,,,,,alternative name
362,Znojmo,eng,67,12129,,,,,,,,,alternative name
363,Ansbach,eng,67,12133,,,,,,,,,alternative name
364,Tel Aviv Yafo,eng,67,12136,,,,,,,,,alternative name
365,Tel Aviv Yaffo,eng,67,12136,,,,,,,,,alternative name
366,Tel Aviv,eng,67,12136,,,,,,,,,alternative name
367,State of Israel,eng,67,12137,,,,,,,,,alternative name
368,Tobol'sk,eng,67,12144,,,,,,,,,alternative name
369,Shanghai,eng,67,12152,,,,,,,,,alternative name
370,Alès,eng,67,12179,,,,,,,,,alternative name
371,Amberg,eng,67,12194,,,,,,,,,alternative name
372,Shrewsbury,eng,67,12205,,,,,,,,,alternative name
373,Calvados,eng,67,12212,,,,,,,,,alternative name
374,Lancaster,eng,67,12219,,,,,,,,,alternative name
375,Nové Zámky,eng,67,12222,,,,,,,,,alternative name
376,Liverpool,eng,67,12225,,,,,,,,,alternative name
377,Augsburg,eng,67,12229,,,,,,,,,alternative name
378,Syd,eng,67,12235,,,,,,,,,alternative name
379,Sydney City,eng,67,12235,,,,,,,,,alternative name
380,Sydney,eng,67,12235,,,,,,,,,alternative name
381,Halle,eng,67,12238,,,,,,,,,alternative name
382,La Spezia,eng,67,12244,,,,,,,,,alternative name
383,Stockton,eng,67,12248,,,,,,,,,alternative name
384,Stockton-on-Tees,eng,67,12248,,,,,,,,,alternative name
385,Sandomierz,eng,67,12252,,,,,,,,,alternative name
386,Bochum,eng,67,12258,,,,,,,,,alternative name
387,Islamic Republic of Iran,eng,67,12266,,,,,,,,,alternative name
388,"Iran, Islamic Republic Of",eng,67,12266,,,,,,,,,alternative name
389,Empire of Iran,eng,67,12266,,,,,,,,,alternative name
390,Iran,eng,67,12266,,,,,,,,,alternative name
391,Elgin,eng,67,12279,,,,,,,,,alternative name
392,Anqing,eng,67,12282,,,,,,,,,alternative name
393,Anking,eng,67,12282,,,,,,,,,alternative name
394,Wiener Neustadt,eng,67,12286,,,,,,,,,alternative name
395,Steyr,eng,67,12288,,,,,,,,,alternative name
396,Thessaloniki,eng,67,12292,,,,,,,,,alternative name
397,Leoben,eng,67,12300,,,,,,,,,alternative name
398,Utrecht,eng,67,12310,,,,,,,,,alternative name
399,Crewe,eng,67,12313,,,,,,,,,alternative name
400,Hove,eng,67,12317,,,,,,,,,alternative name
401,Sankt Pölten,eng,67,12326,,,,,,,,,alternative name
402,Zákupy,eng,67,12343,,,,,,,,,alternative name
403,Hamm,eng,67,12347,,,,,,,,,alternative name
404,Villach,eng,67,12363,,,,,,,,,alternative name
405,Kitzbühel,eng,67,12391,,,,,,,,,alternative name
406,Venice,eng,67,28730,,,,,,,,,alternative name
407,Gelsenkirchen,eng,67,12410,,,,,,,,,alternative name
408,Rijeka,eng,67,12415,,,,,,,,,alternative name
409,Oulu,eng,67,12423,,,,,,,,,alternative name
410,Karlovy Vary,eng,67,12437,,,,,,,,,alternative name
411,Hartberg,eng,67,12440,,,,,,,,,alternative name
412,Rychnowo,eng,67,12457,,,,,,,,,alternative name
413,Bolzano,eng,67,12461,,,,,,,,,alternative name
414,Ljubljana,eng,67,12484,,,,,,,,,alternative name
415,Milwaukee,eng,67,12488,,,,,,,,,alternative name
416,Osnabrück,eng,67,12496,,,,,,,,,alternative name
417,Wörgl,eng,67,12503,,,,,,,,,alternative name
418,Oldham,eng,67,12512,,,,,,,,,alternative name
419,Oberhausen,eng,67,12521,,,,,,,,,alternative name
420,Duisburg,eng,67,12526,,,,,,,,,alternative name
421,Borough of Brooklyn,eng,67,12535,,,,,,,,,alternative name
422,Brooklyn,eng,67,12535,,,,,,,,,alternative name
423,Athens,eng,67,45620,,,,,,,,,alternative name
424,Český Krumlov,eng,67,12556,,,,,,,,,alternative name
425,Stresa,eng,67,12568,,,,,,,,,alternative name
426,Malmo,eng,67,12578,,,,,,,,,alternative name
427,Kutná Hora,eng,67,12585,,,,,,,,,alternative name
428,Karlsruhe,eng,67,12591,,,,,,,,,alternative name
429,Erlangen,eng,67,12596,,,,,,,,,alternative name
430,Hildesheim,eng,67,12603,,,,,,,,,alternative name
431,Bautzen,eng,67,41872,,,,,,,,,alternative name
432,Saarbrücken,eng,67,12610,,,,,,,,,alternative name
433,Humenné,eng,67,12619,,,,,,,,,alternative name
434,Bergisch Gladbach,eng,67,12637,,,,,,,,,alternative name
435,Liepāja,eng,67,12677,,,,,,,,,alternative name
436,Republic of Latvia,eng,67,12678,,,,,,,,,alternative name
437,Latvia,eng,67,12678,,,,,,,,,alternative name
438,Kyiv,eng,67,12689,,,,,,,,,alternative name
439,Kiev,eng,67,12689,,,,,,,,,alternative name
440,Dresden,eng,67,12699,,,,,,,,,alternative name
441,Gotha,eng,67,12706,,,,,,,,,alternative name
442,St. Gallen,eng,67,12717,,,,,,,,,alternative name
443,Kreuzlingen,eng,67,12721,,,,,,,,,alternative name
444,Maribor,eng,67,12733,,,,,,,,,alternative name
445,Republic of Indonesia,eng,67,12756,,,,,,,,,alternative name
446,New Zealand,eng,67,12799,,,,,,,,,alternative name
447,Nantes,eng,67,12807,,,,,,,,,alternative name
448,Mukacheve,eng,67,12810,,,,,,,,,alternative name
449,Cambridge,eng,67,12820,,,,,,,,,alternative name
450,Okazaki,eng,67,12835,,,,,,,,,alternative name
451,Gabersee (Wasserburg-Gabersee),deu,67,12848,,,,,,,,,alternative name
452,Sheffield,eng,67,12853,,,,,,,,,alternative name
453,Nancy,eng,67,12868,,,,,,,,,alternative name
454,Groningen,eng,67,12881,,,,,,,,,alternative name
455,Mytilene,eng,67,12896,,,,,,,,,alternative name
456,Erstein,eng,67,12906,,,,,,,,,alternative name
457,Szekszárd,eng,67,12910,,,,,,,,,alternative name
458,Brig,eng,67,12913,,,,,,,,,alternative name
459,Aalen,eng,67,12917,,,,,,,,,alternative name
460,Kutaisi,eng,67,12923,,,,,,,,,alternative name
461,Głogów,eng,67,12926,,,,,,,,,alternative name
462,Strasbourg,eng,67,12929,,,,,,,,,alternative name
463,Cyprus,eng,67,12934,,,,,,,,,alternative name
464,Fulda,eng,67,12960,,,,,,,,,alternative name
465,Rybnik,eng,67,12990,,,,,,,,,alternative name
466,Apatin,eng,67,12997,,,,,,,,,alternative name
467,Essen,eng,67,13000,,,,,,,,,alternative name
468,Pisa,eng,67,13019,,,,,,,,,alternative name
469,Namibia,eng,67,13033,,,,,,,,,alternative name
470,Bosnia and Herzegovina,eng,67,13038,,,,,,,,,alternative name
